LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
2,1024,1024,4,2,1,2,TP1,BG91,2,2387.00,5
1,1062,1062,4,1,1,1,BA*,BS**,2,1762.20,17
1,6054,6054,4,1,1,1,BA*,BS**,1,2066.60,9
2,6054,6054,4,2,1,2,TP1,BG91,1,1970.50,9
2,6054,6054,4,2,1,1,BA*,BG**,1,2098.60,8
1,6060,6060,4,1,1,2,TP1,BS92,2,1986.50,10
1,6060,6060,4,1,1,1,BA*,BS**,2,2002.50,10
1,7613,7613,4,1,1,2,BA*,BS**,1,1794.20,16
2,A310,1036,4,2,1,1,BA*,BG**,1,2130.70,6
2,A330,1036,4,2,1,1,BA*,BG**,1,2130.70,6
1,A430,7613,4,1,1,1,BA*,BS**,1,1986.50,10
1,A442,7613,4,1,1,2,BA*,BS**,1,1794.20,16
1,A446,7613,4,1,1,1,BA*,BS**,1,1986.50,10
1,A455,7613,4,1,1,2,BA*,BS**,1,1794.20,16
1,A461,7613,4,1,1,2,BA*,BS**,1,1794.20,16
1,A461,7613,4,1,1,1,BA*,BS**,1,1986.50,10
1,B310,1021,4,1,1,2,TP1,BS92,1,1922.40,11
1,B330,1021,4,1,1,2,TP1,BS92,1,1922.40,11
1,B350,1021,4,1,1,1,BA*,BS**,1,2034.50,10
1,B901,1007,4,1,1,2,TP1,BS91,1,2018.50,10
2,B903,1007,4,2,1,2,TP1,BG91,1,2178.70,7
2,B961,1007,4,2,1,2,TP1,BG91,1,2178.70,7
2,D310,1016,4,2,1,2,TP1,BG91,1,2146.70,8
1,0113,0121,5,1,1,2,B2,BS02,1,1858.30,12
1,0114,0114,5,1,5,2,BA*,BS**,1,1794.20,11
1,0114,0119,5,1,1,2,B1,BS01,1,1874.30,12
1,0116,0124,5,1,1,2,B3,BS03,1,1650.10,15
1,0117,0113,5,1,6,2,BA*,BS**,1,1826.30,13
1,0117,0117,5,1,7,2,BA*,BS**,1,1842.30,14
1,0117,0119,5,1,1,2,B1,BS01,1,1874.30,12
1,0119,0117,5,1,7,2,BA*,BS**,1,1842.30,14
1,0120,0117,5,1,1,2,B5,BS05,1,1858.30,11
1,0121,0113,5,1,6,2,BA*,BS**,1,1826.30,13
1,0122,0117,5,1,1,2,B5,BS05,1,1858.30,11
1,0123,0124,5,1,1,2,B3,BS03,1,1650.10,15
3,0215,0213,5,3,1,3,B6,BG03,1,1938.40,12
3,0221,0223,5,3,1,3,B7,BG01,1,,
1,0224,0224,5,1,4,2,BA*,BS**,4,1570.00,19
1,1801,1801,83,1,1,1,TP1,BS55,1,1698.10,12
3,A310,1801,83,3,1,2,TP2,BG57,1,2210.80,7
1,A330,1801,83,1,1,2,TP2,BS56,1,1762.20,10
2,A331,1801,83,2,1,2,TP2,BG58,1,2162.70,8
3,A350,1801,83,3,1,1,TP1,BG55,1,2194.70,8
1,A351,1801,83,1,1,1,TP1,BS55,1,1698.10,12
1,6804,6804,84,1,1,1,BA1,BS01,1,2082.60,9
2,1803,1803,85,2,1,1,BX02,BGX02,1,2387.00,5
1,6802,6802,86,1,1,2,TP1,BS55,1,2210.80,10
3,6802,6802,86,3,1,1,BX01,BGX01,1,2306.90,6
1,1646,1646,88,1,1,2,TP1,BS55,1,1938.40,11
1,1127,1127,89,1,1,1,BA*,BS**,1,2066.60,9
1,2011,2011,89,1,1,2,TP1,BS55,1,2018.50,10
1,3001,3001,89,1,1,1,BX01,BSX01,1,1794.20,12
1,3001,3001,89,1,1,2,BX02,BSX02,1,1778.20,12
3,3002,3002,89,3,1,2,BX02,BGX02,1,2242.80,6
1,9018,9018,89,1,1,2,BX04,BSX04,1,2082.60,9
3,B310,6405,90,3,1,1,TP1,BG55,1,2290.90,6
3,B320,6405,90,3,1,2,TP2,BG56,1,2274.80,6
1,B330,6405,90,1,1,1,TP1,BS55,1,1938.40,14
1,0502,0506,1,1,4,2,BA302,BS302,2,2050.60,9
2,0502,0502,1,2,1,1,TP1,BG56,1,2018.50,9
2,0502,0504,1,2,4,2,BA306,BG314,2,2074.60,8
2,0502,4155,1,2,1,2,BA*,BG**,1,2242.80,6
3,0502,0503,1,3,4,1,BA307,BG317,2,2210.80,6
2,0504,0504,1,2,4,2,BA306,BG314,2,2074.60,8
2,0504,0506,1,2,4,2,BA302,BG304,2,2153.10,6
3,0504,0504,1,3,4,2,BA306,BG313,2,2226.80,6
2,0505,0506,1,2,4,2,BA303,BG306,2,2117.80,7
3,0505,0504,1,3,4,2,BA306,BG313,2,2226.80,6
1,0506,4155,1,1,1,1,BA*,BS**,1,2002.50,10
2,0506,0506,1,2,4,2,BA301,BG302,2,2177.10,7
1,0507,0506,1,1,4,2,BA301,BS301,2,2034.50,9
2,0507,0506,1,2,4,2,BA301,BG302,2,2177.10,7
3,0507,0506,1,3,4,2,BA302,BG303,2,2212.40,6
1,0508,4155,1,1,1,1,BA*,BS**,1,2002.50,10
2,0508,0504,1,2,4,2,BA306,BG314,2,2074.60,8
2,0509,4155,1,2,1,2,BA*,BG**,1,2242.80,6
3,0509,0506,1,3,4,2,BA301,BG301,2,2209.20,6
3,0509,0506,1,3,4,2,BA303,BG305,2,2210.80,6
1,0563,0502,1,1,1,1,TP1,BS55,1,2042.60,9
1,0563,0506,1,1,4,2,BA302,BS302,2,2050.60,9
2,0563,0502,1,2,1,1,TP1,BG56,1,2018.50,9
3,0563,0506,1,3,4,2,BA302,BG303,2,2212.40,6
3,0563,0506,1,3,4,2,BA301,BG301,2,2209.20,6
1,0564,0506,1,1,4,2,BA301,BS301,2,2034.50,9
2,0564,4155,1,2,1,1,BA*,BG**,1,2242.80,5
2,0604,0606,1,2,3,2,BAX06,BGX02,2,2390.20,5
2,0604,0607,1,2,1,2,BA2,BG02,2,2306.90,6
2,0661,0606,1,2,3,1,BAX05,BGX01,2,2356.50,5
2,1019,1019,1,2,1,1,BA*,BG**,1,2162.70,6
2,1019,1019,1,2,1,2,TP1,BG55,1,2162.70,6
1,3998,3998,1,1,1,1,BA*,BS**,2,1906.40,12
3,3998,3998,1,3,1,2,BA*,BG**,2,1906.40,8
1,4073,4073,1,1,1,2,BA*,BS**,1,1586.00,22
1,4125,4125,1,1,1,1,BA*,BS**,1,2034.50,10
2,4155,4155,1,2,1,2,BA*,BG**,1,2242.80,6
2,6019,6019,1,2,1,2,BA*,BG**,2,2050.60,8
2,A350,4125,1,2,1,1,BA*,BG**,1,2098.60,9
1,B320,1019,1,1,1,1,BA*,BS**,1,2018.50,9
1,B330,1019,1,1,1,1,BA*,BS**,1,2018.50,9
2,B330,1019,1,2,1,2,TP1,BG55,1,2162.70,6
2,B340,1019,1,2,1,2,TP1,BG55,1,2162.70,6
2,C320,4155,1,2,1,2,BA*,BG**,1,2242.80,6
1,1002,1002,2,1,1,1,TP1,BS91,1,2242.80,7
2,1002,1002,2,2,1,1,TP1,BG92,1,2338.90,6
2,1004,1004,2,2,1,2,TP1,BG92,1,2290.90,6
3,1008,1008,2,3,1,2,TP1,BG91,1,2210.80,6
2,9035,9035,2,2,1,1,TP2,BG82,1,2258.80,7
2,0113,0161,4,2,1,2,B319,BG19,1,2242.80,6
2,0114,0119,4,2,1,2,B308,BG08,1,2274.80,5
1,0115,0114,4,1,1,2,B309,BS09,1,2130.70,8
1,0115,0119,4,1,1,2,B307,BS07,1,2210.80,8
1,0116,0117,4,1,1,2,B304,BS04,1,2146.70,8
1,0116,0122,4,1,1,2,B313,BS13,1,2114.60,8
2,0117,0161,4,2,1,2,B319,BG19,1,2242.80,6
1,0119,0115,4,1,1,2,B303,BS03,1,2114.60,9
1,0119,0116,4,1,1,2,B310,BS10,1,2162.70,8
2,0119,0118,4,2,1,2,B312,BG12,1,2274.80,6
1,0121,0163,4,1,1,2,B321,BS21,1,2146.70,8
2,8156,8156,6,2,1,2,TP1,BG91,1,2194.70,6
2,8201,8201,6,2,1,2,TP1,BG91,1,2114.60,8
2,8201,8201,6,2,1,1,BA*,BG**,1,2034.50,8
1,8534,8534,6,1,1,2,TP1,BS93,1,1778.20,15
1,A320,1253,6,1,1,2,TP1,BS92,1,1970.50,13
1,A321,1253,6,1,1,2,TP1,BS92,1,1970.50,13
2,A321,1253,6,2,1,1,BA*,BG**,1,2242.80,6
1,A330,1253,6,1,1,2,TP1,BS92,1,1970.50,13
2,A330,1253,6,2,1,1,BA*,BG**,1,2242.80,6
1,A350,1253,6,1,1,1,BA*,BS**,1,1938.40,12
2,A350,1253,6,2,1,2,TP1,BG91,1,2258.80,5
2,A352,1253,6,2,1,2,TP1,BG91,1,2258.80,5
1,A353,1253,6,1,1,2,TP1,BS92,1,1970.50,13
1,A353,1253,6,1,1,1,BA*,BS**,1,1938.40,12
2,A361,1253,6,2,1,2,TP1,BG91,1,2258.80,5
2,A362,1253,6,2,1,1,BA*,BG**,1,2242.80,6
2,A411,3021,6,2,1,2,BA*,BG**,1,2114.60,8
1,A423,3021,6,1,1,2,BA*,BS**,1,1938.40,11
1,A805,A806,6,1,3,2,BA263,BS263,1,1759.00,13
2,A805,A805,6,2,1,1,B9,BG09,1,2258.80,6
2,A806,A806,6,2,3,1,BA262,BG262,1,2226.80,6
2,B410,7455,6,2,1,1,BA*,BG**,1,2274.80,5
1,B413,7455,6,1,1,1,BA1,BS01,1,1794.20,15
2,B413,7455,6,2,1,1,BA*,BG**,1,2274.80,5
1,B423,7455,6,1,1,2,BA6,BS06,1,1778.20,15
1,B441,7455,6,1,1,1,BA1,BS01,1,1794.20,15
2,B442,7455,6,2,1,2,BA6,BG06,1,2242.80,4
1,B443,7455,6,1,1,1,BA1,BS01,1,1794.20,15
2,B443,7455,6,2,1,2,BA6,BG06,1,2242.80,4
1,0507,0509,13,1,1,2,BA*,BS**,1,1954.40,10
2,0508,0507,13,2,1,1,BA*,BG**,1,2451.10,5
2,0509,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0560,0509,13,1,1,2,BA*,BS**,1,1954.40,10
2,0560,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0561,0509,13,1,1,2,BA*,BS**,1,1954.40,10
1,0563,0509,13,1,1,2,BA*,BS**,1,1954.40,10
2,0565,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0566,0509,13,1,1,2,BA*,BS**,1,1954.40,10
1,1005,1005,13,1,1,2,TP1,BS55,1,2050.60,10
1,3011,3011,13,1,1,2,BA*,BS**,1,2002.50,10
1,3018,3018,13,1,1,2,BA*,BS**,1,1938.40,12
1,4092,4092,13,1,1,2,TP1,BS55,1,1922.40,13
2,1008,1008,15,2,1,2,TP1,BG93,1,2114.60,10
1,7080,7080,15,1,1,2,TP1,BS93,1,,
2,1007,1007,16,2,1,2,TP1,BG91,1,2371.00,6
2,1007,1007,16,2,1,1,BA*,BG**,1,2338.90,8
1,1021,1021,16,1,1,2,TP1,BS92,1,2210.80,6
4,3023,3023,16,4,1,2,BA*,BG**,1,2162.70,7
4,3023,3023,16,4,1,1,BA*,BG**,1,2226.80,8
2,9034,9034,16,2,1,2,TP1,BG91,1,,
1,B310,1021,16,1,1,1,BA*,BS**,1,2194.70,7
1,B320,1021,16,1,1,2,TP1,BS92,1,2210.80,6
2,B320,1021,16,2,1,2,TP1,BG91,1,2194.70,6
1,B330,1021,16,1,1,2,TP1,BS92,1,2210.80,6
1,C310,1010,16,1,1,2,TP1,BS92,1,1826.30,12
1,C320,1010,16,1,1,1,BA*,BS**,1,1810.30,10
2,C320,1010,16,2,1,1,BA*,BG**,1,2210.80,5
1,5151,5151,17,1,1,2,BX02,BSX02,3,1810.30,13
1,9267,9267,17,1,1,2,BX01,BSX01,1,1938.40,13
1,B320,1002,17,1,1,1,BX01,BSX01,1,1874.30,12
1,0103,0103,20,1,1,2,B7,BS06,1,1906.40,12
1,0106,0106,20,1,2,1,BA307,BS304,3,1920.80,11
1,0106,0106,20,1,2,2,BA311,BS306,3,1936.80,11
2,0106,0103,20,2,2,2,BA325,BG305,2,1954.40,12
4,0109,0102,20,4,1,2,B13,BG02,1,2274.80,6
4,0109,0109,20,4,2,2,BAX02,BGX02,3,2226.80,6
2,0112,0109,20,3,2,1,BAX03,BGX03,3,2052.20,10
1,7073,7073,20,1,1,2,BX04,BSX04,1,1890.40,10
1,6043,6043,21,1,1,1,BX02,BSX02,2,2082.60,9
1,6043,6043,21,1,1,2,TP1,BS55,2,2050.60,13
1,0501,0507,23,1,3,2,BA303,BS303,3,2119.40,7
2,0501,0502,23,2,1,2,BA2,BS02,1,2162.70,7
2,0501,0559,23,2,1,2,TP2,BG58,1,2258.80,7
1,0502,0506,23,1,1,2,TP1,BS55,1,2066.60,8
1,0115,0117,30,1,1,2,B9,BS09,1,1778.20,13
1,0116,0122,30,1,1,2,B6,BS06,1,1682.10,16
1,0117,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0117,0122,30,1,1,2,B6,BS06,1,1682.10,16
1,0118,0116,30,1,1,2,B2,BS02,1,1698.10,17
2,0118,0117,30,2,1,2,B14,BG14,1,2274.80,6
1,0119,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0120,0117,30,1,1,2,B3,BS03,1,1746.20,14
2,0120,0113,30,2,1,2,B13,BG13,1,2258.80,6
1,0121,0113,30,1,1,2,B1,BS01,1,2162.70,7
1,0121,0124,30,1,1,2,B10,BS10,1,1650.10,14
2,0121,0121,30,2,1,2,B15,BG15,1,2290.90,6
1,0122,0113,30,1,1,2,B1,BS01,1,2162.70,7
1,0123,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0124,0117,30,1,1,2,B3,BS03,1,1746.20,14
1,0502,0506,30,1,1,1,BA*,BS*1,1,1922.40,12
1,0502,0508,30,1,1,1,TP1,BS93,1,1954.40,12
2,0502,0508,30,2,3,2,BA272,BG272,3,2276.40,6
1,0503,0504,30,1,3,2,BA268,BS268,3,1986.50,12
3,0503,0502,30,3,1,2,BA*,BG*2,1,2290.90,4
1,0504,0502,30,1,1,2,BA*,BS*2,1,1906.40,13
1,0504,0506,30,1,3,2,BA262,BS262,3,1954.40,11
2,0504,0504,30,2,3,2,BA268,BG268,3,2268.40,6
2,0504,7066,30,2,1,1,BA*,BG**,1,2306.90,6
3,0504,0508,30,3,1,1,TP1,BG91,1,2274.80,6
1,0505,0504,30,1,3,2,BA268,BS268,3,1986.50,12
1,0505,7066,30,1,1,1,BA*,BS**,1,1890.40,11
2,0505,0504,30,2,3,2,BA268,BG268,3,2268.40,6
1,0506,0502,30,1,1,2,BA*,BS*2,1,1906.40,13
1,0507,7066,30,1,1,2,TP1,BS93,1,1890.40,11
1,0508,0504,30,1,3,2,BA268,BS268,3,1986.50,12
1,0508,0506,30,1,3,2,BA262,BS262,3,1954.40,11
1,0508,0508,30,1,1,1,TP1,BS93,1,1954.40,12
1,0508,7066,30,1,1,2,TP1,BS93,1,1890.40,11
2,0508,0506,30,2,1,1,BA*,BG*3,1,2226.80,7
3,0508,0506,30,3,1,1,BA*,BG*1,1,2274.80,5
1,1002,1002,25,1,1,2,TP1,BS55,2,1666.10,8
1,1001,1001,26,1,1,2,TP1,BS55,1,1698.10,16
1,1001,1001,26,1,1,1,BX02,BSX02,1,1778.20,13
1,1004,1004,26,1,1,2,TP1,BS55,1,1666.10,13
1,5363,5363,26,1,1,1,BA1,BS01,1,1826.30,11
2,A310,1013,26,2,1,2,TP1,BG56,2,1730.20,12
2,A320,1013,26,2,1,1,BX01,BGX01,2,1666.10,16
1,A330,1013,26,1,1,1,BX03,BSX03,2,1794.20,11
2,A330,1013,26,2,1,2,TP1,BG56,2,1730.20,12
3,A330,1013,26,3,1,1,BX02,BGX02,2,2226.80,6
3,A350,1013,26,3,1,1,BX02,BGX02,2,2226.80,6
2,C340,1001,26,2,1,2,TP1,BG56,1,2194.70,6
1,C350,1001,26,1,1,2,TP1,BS55,1,1698.10,16
2,0504,0504,27,2,1,2,BAX05,BGX05,5,2146.70,6
3,0504,0501,27,3,1,1,TP4,BG55,1,2130.70,8
2,0507,0503,27,2,3,1,BAX06,BGX06,4,2122.70,7
2,0507,0504,27,2,1,2,BAX05,BGX05,5,2146.70,6
2,0507,0508,27,2,1,2,TP1,BG62,1,2034.50,8
3,0507,0503,27,3,3,1,BAX09,BGX09,4,2233.20,6
1,0707,0701,27,1,1,2,TP1,BS01,1,1890.40,13
2,0707,0709,27,2,1,2,TP3,BG18,1,1778.20,13
3,0708,0709,27,3,1,2,TP3,BG17,1,2146.70,6
2,0709,0701,27,2,1,2,TP1,BG14,1,2002.50,10
2,1023,1023,27,2,1,1,BX01,BGX01,1,1874.30,8
1,4034,4034,27,1,1,2,TP1,BS55,1,1810.30,11
2,4034,4034,27,2,1,2,TP1,BG55,1,2242.80,6
2,4054,4054,27,2,1,2,BX02,BGX02,1,2290.90,7
1,4055,4055,27,1,1,1,BA1,BS01,1,2002.50,9
1,5076,5076,27,1,1,2,BA4,BS04,1,1954.40,10
1,6064,6064,27,1,1,1,BA1,BS01,1,2178.70,7
1,A310,1016,27,1,1,1,BX02,BSX02,1,1922.40,11
1,B320,6251,27,1,1,2,TP1,BS55,1,1890.40,10
1,B330,6251,27,1,1,1,BX02,BSX02,1,1858.30,11
1,B340,6251,27,1,1,2,TP1,BS55,1,1890.40,10
2,D310,1019,27,2,1,2,TP1,BG55,1,2274.80,6
1,D320,1019,27,1,1,2,TP1,BS55,1,1794.20,12
1,D330,1019,27,1,1,1,BA1,BS01,1,1842.30,10
2,D330,1019,27,2,1,2,TP1,BG55,1,2274.80,6
1,3091,3091,28,1,1,1,BA*,BS**,1,1938.40,12
1,3093,3093,28,1,1,2,BA*,BS**,2,1922.40,8
1,5803,5803,28,1,1,2,BA*,BS**,1,1794.20,11
1,5805,5805,28,1,1,2,BA*,BS**,1,1842.30,11
1,A310,1802,28,1,1,2,TP1,BS55,1,1954.40,10
2,A320,1802,28,2,1,1,BA*,BG**,1,2066.60,7
1,0501,0506,29,1,1,1,BAX16,BSX16,1,1570.00,22
2,0501,0506,29,2,3,2,BAX01,BGX01,2,2306.90,5
2,0502,0508,29,2,1,2,BAX17,BGX17,1,2338.90,5
1,0503,0509,29,1,3,2,BAX05,BSX05,2,1794.20,15
2,0505,0508,29,2,1,2,BAX17,BGX17,1,2338.90,5
2,0505,0509,29,2,3,2,BAX02,BGX02,2,2322.90,5
1,0506,0508,29,1,1,2,BAX18,BSX18,1,1666.10,19
2,0506,0506,29,2,3,1,BAX03,BGX03,2,2290.90,5
2,0506,0509,29,2,3,2,BAX02,BGX02,2,2322.90,5
1,0507,0509,29,1,3,2,BAX05,BSX05,2,1794.20,15
2,0507,0509,29,2,3,2,BAX02,BGX02,2,2322.90,5
1,0509,0506,29,1,1,1,BAX16,BSX16,1,1570.00,22
1,0509,0506,29,1,3,2,BAX04,BSX04,2,1698.10,18
1,4106,4106,12,1,1,2,TP1,BS55,1,1714.10,13
2,4106,4106,12,2,1,2,TP1,BG56,1,1778.20,13
1,4108,4108,12,1,1,2,TP1,BS55,1,1778.20,9
1,4109,4109,12,1,1,2,BA*,BS**,1,1762.20,13
1,4109,4109,12,1,1,1,BA*,BS**,1,1698.10,14
1,4136,4136,12,1,1,2,TP1,BS55,1,1730.20,12
2,4136,4136,12,2,1,1,BA*,BG**,1,1890.40,9
2,4154,4154,12,2,1,1,BA*,BG**,2,1906.40,11
1,9054,9054,12,1,1,1,BA*,BS**,1,1666.10,13
1,A310,9054,12,1,1,1,BA*,BS**,1,1666.10,13
2,A310,9054,12,2,1,1,BA*,BG**,1,1778.20,11
1,A321,9054,12,1,1,2,TP1,BS55,1,1570.00,15
2,A330,9054,12,2,1,2,TP1,BG56,1,1746.20,12
2,A330,9054,12,2,1,1,BA*,BG**,1,1778.20,11
1,A350,9054,12,1,1,1,BA*,BS**,1,1666.10,13
1,B310,3997,12,1,1,1,BA*,BS**,1,1634.00,15
3,B320,3997,12,3,1,2,TP1,BG55,1,1970.50,10
3,B320,3997,12,3,1,1,BA*,BG**,1,2002.50,10
1,B321,3997,12,1,1,2,TP1,BS55,1,1602.00,14
1,B321,3997,12,1,1,1,BA*,BS**,1,1634.00,15
2,B321,3997,12,2,1,2,TP1,BG55,1,1682.10,15
2,B350,3997,12,2,1,1,BA*,BG**,1,1746.20,12
3,B352,3997,12,3,1,2,TP1,BG55,1,1970.50,10
1,B360,3997,12,1,1,2,TP1,BS55,1,1602.00,14
3,B360,3997,12,3,1,1,BA*,BG**,1,2002.50,10
1,C310,4154,12,1,1,1,BA*,BS**,2,1842.30,10
1,C320,4154,12,1,1,2,TP1,BS55,2,1826.30,10
1,C321,4154,12,1,1,2,TP1,BS55,2,1826.30,10
1,0502,0509,13,1,3,2,BA501,BS304,2,2082.60,10
1,0503,0509,13,1,3,2,BA705,BS305,2,2066.60,9
1,0503,0509,13,1,3,2,BA501,BS304,2,2082.60,10
1,0506,0509,13,1,3,2,BA705,BS305,2,2066.60,9
1,0602,0602,47,1,1,3,TP1,BS55,2,1920.80,10
2,1029,1029,47,2,1,1,BA*,BG**,1,2338.90,6
1,3075,3075,47,1,1,1,BA*,BS**,1,1890.40,13
2,9025,9025,47,2,1,1,BA*,BG**,1,2322.90,6
1,B310,3075,47,1,1,2,TP1,BS55,1,1457.80,24
2,B310,3075,47,2,1,2,TP1,BG55,1,2306.90,6
2,B350,3075,47,2,1,2,TP1,BG55,1,2306.90,6
1,0113,0119,48,1,1,2,B3,BS03,1,1715.70,13
1,0113,0121,48,1,1,2,B4,BS04,1,1717.30,13
1,0113,0167,48,1,1,2,B5,BS05,1,1709.30,13
3,0113,0117,48,3,1,2,B17,BG17,1,2260.40,4
1,0114,0123,48,1,1,2,B9,BS09,1,1752.60,11
3,0114,0114,48,3,6,1,BAX04,BGX04,2,2242.80,6
3,0114,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
1,0116,0113,48,1,1,2,B7,BS07,1,1698.10,13
1,0116,0116,48,1,1,1,B10,BS10,1,1712.50,14
1,0117,0123,48,1,1,2,B9,BS09,1,1752.60,11
1,0117,0167,48,1,1,2,B5,BS05,1,1709.30,13
3,0117,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
1,0118,0119,48,1,1,2,B3,BS03,1,1715.70,13
2,0118,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
3,0118,0114,48,3,6,1,BAX04,BGX04,2,2242.80,6
3,0118,0120,48,3,6,1,BAX06,BGX06,3,2223.60,6
1,0119,0121,48,1,1,2,B4,BS04,1,1717.30,13
1,0119,0123,48,1,1,2,B9,BS09,1,1752.60,11
2,0119,0120,48,2,6,1,BAX03,BGX03,3,1874.30,14
3,0119,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
1,0120,0121,48,1,1,2,B4,BS04,1,1717.30,13
3,0120,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
1,0121,0113,48,1,1,2,B7,BS07,1,1698.10,13
3,0121,0117,48,3,1,2,B17,BG17,1,2260.40,4
3,0121,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
1,0123,0116,48,1,1,1,B10,BS10,1,1712.50,14
1,0124,0119,48,1,1,2,B3,BS03,1,1715.70,13
1,0124,0167,48,1,1,2,B5,BS05,1,1709.30,13
2,0160,0114,48,2,6,1,BAX01,BGX01,2,1952.80,11
2,0160,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
1,0161,0117,48,1,1,2,B8,BS08,1,1730.20,13
1,0161,0123,48,1,1,2,B9,BS09,1,1752.60,11
1,0163,0116,48,1,1,1,B10,BS10,1,1712.50,14
3,0163,0163,48,3,1,2,B13,BG13,1,2077.80,9
1,0164,0164,48,1,1,2,B6,BS06,1,1694.90,12
3,0166,0167,48,4,1,2,B11,BG11,1,1779.80,15
1,0167,0116,48,1,1,1,B10,BS10,1,1712.50,14
2,0167,0114,48,2,6,1,BAX01,BGX01,2,1952.80,11
4,0167,0167,48,4,1,2,B11,BG11,1,1779.80,15
2,1087,1087,48,2,1,2,TP1,BG55,1,2210.80,9
2,1094,1094,48,2,1,2,TP1,BG55,1,2194.70,6
1,1111,1111,48,1,1,1,BA*,BS**,1,1842.30,13
1,1168,1168,48,1,1,2,TP1,BS55,1,1938.40,11
1,1168,1168,48,1,1,1,BA*,BS**,1,1890.40,13
1,1169,1169,48,1,1,1,BA*,BS**,1,1730.20,14
2,2172,2172,48,2,1,2,TP1,BG55,1,2002.50,11
1,3559,3559,48,1,1,1,BA*,BS**,1,1586.00,21
2,3769,3769,48,2,1,1,BA*,BG**,1,2242.80,5
1,4142,4142,48,1,1,1,BA*,BS*,1,1922.40,13
1,6160,6160,48,1,1,1,BA*,BS**,1,1874.30,12
2,6160,6160,48,2,1,1,BA*,BG*,1,1970.50,10
1,A330,1094,48,1,1,2,TP1,BS55,1,1858.30,15
1,A340,1094,48,1,1,1,BA*,BS**,1,1826.30,14
2,A807,A807,48,2,8,1,BAX01,BGX01,1,2034.50,9
1,C410,3589,48,1,1,1,BA*,BS**,1,1986.50,10
2,D350,2172,48,2,1,1,BA*,BG**,1,2258.80,8
2,0508,0505,34,2,1,2,TP1,BG55,1,2114.60,7
2,0508,0507,34,2,3,1,BAX10,BGX10,2,2065.00,8
2,0509,0505,34,2,1,2,TP1,BG55,1,2114.60,7
2,0509,0507,34,2,3,1,BAX10,BGX10,2,2065.00,8
1,0801,0802,34,1,1,3,B2,BS**,1,1810.30,11
1,0802,0801,34,1,1,2,B1,BS**,1,1810.30,12
2,0802,0801,34,2,1,2,B3,MG01,1,2419.00,6
1,0859,0801,34,1,1,2,B1,BS01,1,1826.30,13
1,0859,0802,34,1,1,3,B2,BS02,1,1794.20,13
1,0860,0802,34,1,1,1,B2,BS02,1,1810.30,11
3,0901,1011,34,3,1,1,BX01,BGX01,1,2210.80,6
3,0903,1011,34,3,1,2,TP1,BG55,1,2178.70,6
3,0962,1011,34,3,1,1,BX01,BGX01,1,2210.80,6
3,0962,1011,34,3,1,2,TP1,BG55,1,2178.70,6
2,1011,1011,34,2,1,2,TP1,BG56,1,2114.60,8
3,1011,1011,34,3,1,1,BX01,BGX01,1,2210.80,6
1,1030,1030,34,1,1,2,TP1,BS55,1,2146.70,10
2,1030,1030,34,2,1,1,BX02,BSX02,1,2178.70,6
1,1031,1031,34,1,1,2,TP1,BS55,1,2002.50,8
1,1033,1033,34,1,1,2,TP1,BS55,1,2002.50,10
1,4042,4042,34,1,1,2,BX04,BSX04,1,1970.50,10
1,0501,0506,35,1,4,1,BA502,BS302,3,1778.20,14
2,0502,0508,35,2,4,1,BA505,BG308,3,2178.70,7
1,0505,0506,35,1,4,1,BA502,BS302,3,1778.20,14
2,0507,0508,35,2,4,1,BA505,BG308,3,2178.70,7
2,0508,0506,35,2,4,1,BA502,BG302,3,2146.70,7
1,0802,0802,35,1,4,1,BA304,BS305,1,1938.40,12
2,1022,1022,35,2,1,1,BA*,BG**,1,2210.80,6
1,1112,1112,35,1,1,2,TP1,BS55,1,1698.10,12
2,2007,2007,35,2,1,1,BA*,BS**,1,1970.50,10
1,2118,2118,35,1,1,2,TP1,BS55,1,1698.10,15
3,2118,2118,35,3,1,1,BA*,BG**,1,2210.80,5
1,3010,3010,35,1,1,2,BA*,BS*,1,1778.20,11
1,3801,3801,39,1,1,1,BX02,BSX02,1,1954.40,11
1,4018,4018,39,1,1,1,BX01,BSX01,1,2130.70,8
1,5010,5010,39,1,1,2,BX01,BSX01,2,2002.50,11
1,A410,4018,39,1,1,1,BX01,BSX01,1,2130.70,8
1,0114,0114,40,1,1,2,B1,BS01,1,1954.40,11
1,0114,0122,40,1,1,2,B4,BS04,1,1874.30,11
