LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
2,0117,0115,31,2,1,2,B13,BG13,1,103
2,0117,0120,31,2,1,1,B14,BG14,1,103
1,0118,0115,31,1,1,1,A7,TS13,1,102
1,0118,0119,31,1,1,3,A4,TS07,1,102
1,2564,2564,51,1,1,1,BX01,BSX01,1,141
1,A350,1023,51,1,1,1,BX02,BSX02,1,102
3,0201,0202,53,2,1,2,B7,BG02,1,143
2,0202,0207,53,3,1,3,A16,TS31,1,141
2,0202,0207,53,3,1,2,B12,BG07,1,143
2,0202,0211,53,3,1,2,B8,BG03,1,143
2,0203,0202,53,3,1,2,B14,BG12,1,303
3,0204,0208,53,3,1,2,B11,BG06,1,143
3,0205,0202,53,2,1,2,B7,BG02,1,143
3,0205,0211,53,3,1,2,B8,BG03,1,143
3,0206,0211,53,3,1,2,B8,BG03,1,143
3,0208,0207,53,3,1,3,A18,TS36,1,141
4,0209,0259,53,2,1,2,B13,BG11,1,303
2,0210,0202,53,2,1,2,B7,BG02,1,143
2,0210,0207,53,3,1,3,A17,TS33,1,141
2,0210,0207,53,3,1,3,A16,TS31,1,141
3,0211,0207,53,3,1,3,A16,TS31,1,141
2,0801,0801,53,2,1,1,B1,BG11,1,303
2,0802,0801,53,2,1,1,B1,BG11,1,303
4,0802,0801,53,4,1,1,B4,BG01,1,303
4,0802,0802,53,4,1,2,B6,BG03,1,303
2,1002,1002,53,2,1,1,BA*,BG**,1,304
3,1008,1008,53,3,1,1,BA*,BG**,1,304
1,0669,0608,18,1,2,2,BAX07,BSX07,5,214
1,0672,0668,18,1,1,2,BAX08,BSX08,4,214
2,3002,3002,18,2,1,1,BX01,BGX01,1,303
1,5022,5022,18,1,1,1,BX03,BSX03,1,217
1,5518,5518,18,1,1,1,BX03,BSX03,1,204
1,5518,5518,18,1,1,2,BX04,BSX04,1,214
1,5528,5528,18,1,1,2,TP1,BS55,1,217
1,A310,1028,18,1,1,1,BX01,BSX01,1,102
1,A350,1028,18,1,1,2,TP1,BS55,1,108
1,A430,3031,18,1,1,2,TP1,BS55,1,102
1,A902,A959,18,1,1,1,A01A59,BS01A59,1,206
1,A903,A903,18,1,1,1,A01A03,BS01A03,1,207
1,A959,A960,18,1,1,2,A02A60,BS02A60,1,206
2,A959,A903,18,2,1,1,A01A03,BG01A03,1,308
1,A960,A901,18,1,1,2,A02A01,BS02A01,1,206
2,A960,A902,18,2,1,1,A01A02,BG01A02,1,308
1,A961,A959,18,1,1,1,A01A59,BS01A59,1,206
1,A961,A960,18,1,1,1,A01A60,BS01A60,1,206
1,0101,0104,19,1,2,2,BAX11,BSX11,3,104
1,0102,0102,19,1,2,2,BAX17,BSX17,3,102
2,0102,0107,19,2,1,2,TP01,BS01,1,108
3,0102,0108,19,3,1,1,B9,BG03,1,265
1,0103,0108,19,1,2,1,BAX10,BSX10,2,102
2,0103,0101,19,2,1,2,TP03,BS03,1,108
2,0105,0104,19,2,1,2,TP06,BS06,1,108
3,0505,0560,34,2,1,2,BA1,BG04,1,308
1,0506,0506,34,1,3,2,BA315,BS309,2,211
2,0507,0507,34,2,3,1,BAX10,BGX10,2,306
1,0508,0502,34,1,3,2,BA320,BS310,4,214
1,0508,0505,34,1,1,2,TP1,BS55,1,215
2,0508,0505,34,2,1,2,TP1,BG55,1,303
1,0509,0502,34,1,3,2,BA320,BS310,4,214
1,0509,0560,34,1,1,2,BA1,BS03,1,215
4,0509,0508,34,4,3,1,BAX03,BGX03,2,308
2,0559,0503,34,2,1,2,TP2,BG56,1,303
1,0560,0502,34,1,3,2,BA320,BS310,4,214
1,0802,0802,34,1,1,3,B2,BS02,1,204
1,0901,0901,34,1,1,1,A01A01,BS01A01,1,214
1,0901,0903,34,1,1,1,A01A03,BS01A03,1,214
2,0901,0903,34,3,1,2,A02A03,BG02A03,1,308
2,0901,0962,34,3,1,2,A02A62,BG02A62,1,308
2,0901,1011,34,2,1,2,TP1,BG56,1,308
3,0901,0902,34,2,1,1,A01A02,BG03A02,1,308
3,0901,0902,34,3,1,1,A01A02,BG01A02,1,308
3,0901,0962,34,3,1,1,A01A62,BG01A62,1,308
1,0902,0901,34,1,1,2,A02A01,BS02A01,1,205
1,0902,0960,34,1,1,2,A02A60,BS02A60,1,214
2,0902,0901,34,3,1,1,A01A01,BG01A01,1,308
2,0962,0902,90,2,1,2,A02A02,BG01A02,1,308
2,0962,0959,90,2,1,2,A02A59,BG01A59,1,308
3,0962,0902,90,3,1,2,A03A02,BG02A02,1,304
3,B320,6405,90,3,1,1,TP1,BG55,1,304
1,B350,6405,90,1,1,2,TP2,BS56,1,214
1,0102,0109,1,1,5,2,BA506,BS306,1,114
1,0102,0110,1,1,5,2,BA301,BS307,1,114
2,0102,0108,1,2,2,2,B8,BG08,1,303
1,0103,0109,1,1,5,2,BA506,BS306,1,114
1,0105,0103,1,1,1,2,B5,BS05,1,114
2,0106,0108,1,2,2,2,B8,BG08,1,303
2,0106,0109,1,2,5,2,BAX02,BGX01,1,308
2,0107,0109,1,2,5,2,BAX02,BGX01,1,308
1,0109,0102,1,1,1,2,B7,BS07,1,108
1,0109,0102,1,1,5,1,BA510,BS313,2,114
1,0109,0108,1,1,1,2,B2,BS02,1,114
1,0110,0102,1,1,5,1,BA509,BS312,2,114
1,0110,0103,1,1,1,2,B5,BS05,1,114
1,0112,0106,1,1,1,2,B4,BS04,1,143
2,0161,0102,1,2,5,1,BAX04,BGX03,2,308
1,0163,0102,1,1,5,1,BA510,BS313,2,114
1,0163,0109,1,1,5,2,BAX02,BSX02,1,114
2,0502,0506,1,2,4,2,BA301,BG302,2,306
1,0111,0101,20,1,1,3,A6,TS13,1,101
1,0111,0101,20,1,1,3,A5,TS12,1,114
1,0111,0102,20,1,1,2,B18,BS19,1,131
1,0111,0108,20,1,1,3,A16,TS39,1,214
1,0111,0110,20,1,1,3,A22,TS52,1,214
2,0111,0159,20,2,2,2,BAX15,BGX15,2,309
1,0112,0103,20,1,2,2,BA325,BS316,2,216
1,0112,0107,20,1,1,3,A15,TS37,1,214
1,0112,0112,20,1,1,2,B5,BS03,1,214
1,0112,0112,20,1,1,3,A27,TS63,1,214
2,0112,0103,20,2,2,2,BA325,BG305,2,309
1,0160,0159,20,1,2,2,BA305,BS303,2,114
4,0160,0105,20,4,1,2,B15,BG04,1,280
1,0161,0161,20,1,1,2,B11,BS14,1,114
1,0162,0162,20,1,1,2,B9,BS12,1,131
2,0164,0109,20,3,2,1,BA313,BG303,3,307
1,0201,0203,20,1,1,2,B1,BS01,1,114
2,0201,0202,20,2,1,2,B8,BG08,1,303
2,0201,0204,20,2,1,1,B9,BG09,1,303
1,0202,0207,20,1,1,7,B4,BS04,1,108
2,0202,0204,20,2,1,1,B9,BG09,1,303
1,0203,0211,20,1,1,2,B11,BS11,1,102
2,0203,0212,20,2,2,1,BAX04,BGX04,2,309
3,0203,0202,20,3,1,7,B8,BG08,1,303
3,0203,0209,20,3,2,1,BAX03,BGX03,2,303
1,0204,0203,20,1,1,2,B1,BS01,1,114
1,0204,0207,20,1,1,7,B4,BS04,1,108
1,0204,0209,20,1,2,1,BAX09,BSX09,2,102
3,0204,0201,20,3,1,2,B7,BG07,1,291
1,0205,0201,20,1,1,2,B2,BS02,1,102
3,N330,3739,48,3,1,2,TP1,BG55,1,308
3,N340,3739,48,3,1,1,BA*,BG**,1,308
2,0803,0804,49,2,2,1,BA263,BS263,2,267
3,0803,0804,49,3,1,2,B9,BG09,1,304
1,0804,0804,49,1,1,2,B3,BS03,1,217
2,0804,0803,49,2,1,1,B4,BS04,1,217
2,0804,0804,49,2,2,2,BA264,BS264,2,267
3,0804,0803,49,3,1,1,B7,BG07,1,304
1,1004,1004,49,1,1,1,BA*,BS**,1,215
2,1004,1004,49,2,1,1,BA*,BG**,1,265
1,1005,1005,49,1,1,1,BA*,BS**,1,215
2,1017,1017,49,2,1,2,TP1,BG92,2,215
3,3010,3010,49,3,1,1,BA*,BG**,1,265
2,3011,3011,49,2,1,2,BA*,BG**,1,265
1,3015,3015,49,1,1,1,BA*,BS**,1,215
1,7083,7083,49,1,1,2,BA*,BS**,1,267
3,7085,7085,49,3,1,1,TP1,BG91,1,304
1,7086,7086,49,1,1,2,TP1,BS91,1,267
6,7086,7086,49,6,1,2,TP1,BG91,1,308
1,A310,1004,49,1,1,1,BA*,BS**,1,215
1,A332,1004,49,1,1,1,BA*,BS**,1,215
2,A390,1004,49,2,1,2,TP1,BG91,1,265
1,B310,1017,49,1,1,2,TP1,BS93,2,267
2,B330,1017,49,2,1,2,TP1,BG92,2,215
3,B350,1017,49,3,1,2,TP1,BG91,2,257
3,0901,0961,9,3,1,1,A01A61,BG01A61,1,308
1,0902,0901,9,1,1,2,A02A01,BS02A01,1,203
1,0902,0901,9,1,1,1,A01A01,BS01A01,1,203
1,0902,0961,9,1,1,1,A01A61,BS01A61,1,203
3,0902,0901,9,3,1,1,A01A01,BG01A01,1,308
1,0903,0901,9,1,1,1,A01A01,BS01A01,1,203
1,0903,0902,9,1,1,2,A02A02,BS02A02,1,203
1,0903,0902,9,1,1,1,A01A02,BS01A02,1,203
1,0903,0960,9,1,1,1,A01A60,BS01A60,1,203
2,0903,0903,9,2,1,1,A01A03,BG03A03,1,203
2,0903,0961,9,2,1,1,A01A61,BG03A61,1,203
3,0903,0901,9,3,1,2,A02A01,BG02A01,1,308
3,0903,0960,9,3,1,2,A02A60,BG02A60,1,308
1,0960,0962,9,1,1,1,A01A62,BS01A62,1,203
2,0960,0962,9,2,1,1,A01A62,BG03A62,1,203
3,0960,0903,9,3,1,1,A01A03,BG01A03,1,308
3,0960,0961,9,3,1,2,A02A61,BG02A61,1,308
3,0960,0961,9,3,1,1,A01A61,BG01A61,1,308
1,0961,0960,9,1,1,2,A02A60,BS02A60,1,203
1,0961,0961,9,1,1,2,A02A61,BS02A61,1,203
3,3019,3019,53,3,1,2,BA*,BG**,1,304
1,3812,3812,53,1,1,1,BA*,BS**,1,265
2,3813,3813,53,2,1,1,BA*,BG**,1,307
3,6020,6020,53,3,1,2,TP1,BG91,1,302
1,6048,6048,53,1,1,1,BA*,BS**,1,145
2,6049,6049,53,2,1,2,TP1,BG92,1,308
3,6049,6049,53,3,1,2,TP1,BG91,1,308
2,6056,6056,53,2,1,2,TP1,BG91,1,304
1,7409,7409,53,1,1,1,BA*,BS**,1,255
2,A310,1008,53,2,1,1,BA*,BG**,1,304
3,A809,A809,53,3,4,1,BA261,BG261,1,303
1,A810,A809,53,1,1,3,A1,TS03,1,145
3,A810,A810,53,3,1,2,B9,BG09,1,303
1,B310,1501,53,1,1,2,TP1,BS94,1,148
4,B320,1501,53,4,1,2,TP1,BG91,1,304
1,B350,1501,53,1,1,2,TP1,BS94,1,148
2,C350,1801,53,2,1,1,BA*,BG**,1,304
1,4003,4003,54,1,1,2,BX04,BSX04,1,265
2,4003,4003,54,2,1,1,BA*,BG**,1,304
2,4004,4004,54,2,1,2,BX02,BGX02,1,304
2,7008,7008,54,2,1,2,BX02,BGX02,1,306
1,0113,0113,55,1,1,2,B2,BS02,1,205
2,0113,0113,55,2,2,1,BAX10,BSX10,1,215
1,0114,0113,55,1,1,2,B2,BS02,1,205
2,0115,0115,55,2,1,2,B11,BG04,1,304
1,1008,1008,53,1,1,1,BA*,BS**,1,257
2,1008,1008,53,2,1,2,TP1,BG92,1,304
1,1501,1501,53,1,1,2,TP1,BS94,1,148
1,1801,1801,53,1,1,2,TP1,BS92,1,215
4,3013,3013,53,4,1,1,BA*,BG**,1,304
1,3014,3014,53,1,1,2,BA*,BS**,1,214
1,3019,3019,53,1,1,1,BA*,BS**,1,142
1,3813,3813,53,1,1,1,BA*,BS**,1,214
2,6056,6056,53,2,1,1,BA*,BG**,1,304
1,7409,7409,53,1,1,2,BA*,BS**,1,255
2,7409,7409,53,2,1,1,BA*,BG**,1,304
1,A320,1008,53,1,1,1,BA*,BS**,1,257
1,A330,1008,53,1,1,1,BA*,BS**,1,257
3,A330,1008,53,3,1,2,TP1,BG91,1,304
3,A330,1008,53,3,1,1,BA*,BG**,1,304
1,A809,A810,53,1,1,2,B3,BS03,1,145
2,A809,A809,53,2,4,2,BA264,BS264,1,143
3,A809,A809,53,3,1,1,B7,BG07,1,303
3,A809,A810,53,3,1,2,B9,BG09,1,303
3,A810,A809,53,3,4,1,BA261,BG261,1,303
3,A810,A810,53,3,1,1,B8,BG08,1,303
4,B330,1501,53,4,1,2,TP1,BG91,1,304
2,0902,0902,34,3,1,2,A02A02,BG02A02,1,308
2,0902,0903,34,2,1,2,A02A03,BG04A03,1,308
2,0902,0961,34,3,1,1,A01A61,BG01A61,1,308
2,0902,0962,34,2,1,2,A02A62,BG04A62,1,308
1,0903,0903,34,1,1,1,A01A03,BS01A03,1,214
2,0903,0961,34,3,1,1,A01A61,BG01A61,1,308
2,0903,0962,34,2,1,2,A02A62,BG04A62,1,308
3,0903,0902,34,2,1,2,A02A02,BG04A02,1,308
3,0903,0903,34,3,1,1,A01A03,BG01A03,1,308
1,0960,0961,34,1,1,1,A01A61,BS01A61,1,214
2,0960,0960,34,3,1,1,A01A60,BG01A60,1,310
1,0961,1011,34,1,1,2,TP1,BS55,1,204
2,0961,0902,34,3,1,1,A01A02,BG01A02,1,308
3,0961,0901,34,2,1,1,A01A01,BG03A01,1,308
3,0961,0961,34,2,1,2,A02A61,BG04A61,1,308
1,0962,1011,34,1,1,2,TP1,BS55,1,204
2,0962,0901,34,3,1,2,A02A01,BG02A01,1,308
2,0962,0902,34,2,1,2,A02A02,BG04A02,1,308
2,0962,0902,34,3,1,2,A02A02,BG02A02,1,308
2,0962,0903,34,3,1,2,A02A03,BG02A03,1,308
2,0962,1011,34,2,1,1,BX02,BGX02,1,308
3,0962,0901,34,3,1,1,A01A01,BG01A01,1,308
1,3803,3803,84,1,1,1,BX05,BSX05,2,215
1,6804,6804,84,1,1,2,TP1,BS55,1,255
3,6802,6802,86,3,1,1,BX01,BGX01,1,304
1,0901,0901,87,1,1,2,A01A01,BS01A01,1,214
1,0903,0901,87,1,1,2,A01A01,BS01A01,1,214
3,0903,0962,87,3,1,2,A01A62,BG01A62,1,261
3,0961,0902,87,3,1,2,A01A02,BG01A02,1,261
3,0961,0960,87,3,1,2,A01A60,BG01A60,1,261
3,0961,0962,87,3,1,2,A01A62,BG01A62,1,261
3,0962,0901,87,3,1,2,A01A01,BG01A01,1,261
1,1620,1620,87,1,1,2,TP1,BS55,1,102
2,1620,1620,87,2,1,1,BX02,BGX02,1,302
2,1620,1620,87,2,1,2,TP1,BG56,1,306
3,1620,1620,87,3,1,2,TP1,BG55,1,306
2,1680,1680,87,2,1,1,BX01,BGX01,1,306
2,A310,1620,87,2,1,1,BX02,BGX02,1,302
2,A340,1620,87,2,1,1,BX02,BGX02,1,302
3,A350,1620,87,3,1,1,BX01,BGX01,1,306
3,A350,1620,87,3,1,2,TP1,BG55,1,306
3,B311,1622,87,3,1,1,BX01,BGX01,1,304
3,1645,1645,88,3,1,2,TP1,BG55,1,302
3,0901,0902,89,2,3,2,A01A02,BG02A02,1,253
1,0206,0206,20,1,1,2,B3,BS03,1,102
1,0206,0209,20,1,2,1,BAX09,BSX09,2,102
1,0206,0210,20,1,1,2,B6,BS06,1,108
1,0206,0212,20,1,1,2,B5,BS05,1,103
1,0207,0206,20,1,1,7,B3,BS03,1,108
1,0208,0209,20,1,2,1,BAX09,BSX09,2,102
1,0208,0259,20,1,1,2,B12,BS12,1,108
1,0209,0210,20,1,1,2,B6,BS06,1,108
2,0209,0201,20,2,1,2,B7,BG07,1,303
1,0210,0207,20,1,1,2,B4,BS04,1,108
1,0210,0210,20,1,1,7,B6,BS06,1,111
1,0210,0211,20,1,1,2,B11,BS11,1,102
3,0210,0202,20,3,1,7,B8,BG08,1,303
1,0211,0201,20,1,1,7,B2,BS02,1,102
1,0211,0207,20,1,1,7,B4,BS04,1,108
1,0211,0210,20,1,1,2,B6,BS06,1,108
1,0211,0211,20,1,1,2,B11,BS11,1,102
3,0211,0204,20,3,1,6,B9,BG09,1,303
1,0212,0206,20,1,1,2,B3,BS03,1,102
3,0212,0201,20,3,1,2,B7,BG07,1,291
3,0212,0202,20,3,1,7,B8,BG08,1,303
3,0212,0204,20,3,1,1,B9,BG09,1,291
3,0212,0209,20,3,2,1,BAX03,BGX03,2,303
2,0259,0202,20,2,1,2,B8,BG08,1,303
2,0259,0212,20,2,2,1,BAX04,BGX04,2,309
1,0801,0801,37,1,2,1,BAX02,BSX02,1,214
1,0802,0802,37,1,1,2,B2,BS02,1,204
1,0802,0859,37,1,1,3,A7,JS13,1,214
2,0802,0859,37,2,1,2,B6,BG03,1,303
1,0859,0802,37,1,2,2,BAX04,BSX04,1,214
1,0901,0901,37,1,1,1,B90A01,BS01A01,1,143
1,1352,1352,37,1,1,2,TPX04,BSX04,1,307
1,1803,1803,37,1,1,2,TP1,BS55,1,144
1,2824,2824,37,1,1,1,BX01,BSX01,1,146
1,2825,2825,37,1,1,2,TP1,BS55,1,307
1,5826,5826,37,1,1,2,BX03,BSX03,1,215
1,0213,0217,38,1,1,2,B04,BS04,1,103
1,0213,0224,38,1,1,2,B8,BS08,1,102
3,0213,0216,38,3,1,3,B11,BG10,1,302
1,0214,0217,38,1,1,2,B04,BS04,1,103
2,0214,0219,38,2,1,2,B6,BG06,1,103
1,0215,0224,38,1,1,2,B8,BS08,1,102
2,0216,0217,38,2,1,2,B04,BG04,1,102
3,0216,0260,38,3,1,3,B10,BG09,1,302
1,0217,0224,38,1,1,2,B8,BS08,1,102
2,0217,0215,38,2,1,2,B2,BG02,1,102
2,0217,0263,38,2,1,2,B7,BG07,1,103
1,0218,0219,38,1,1,2,B6,BS06,1,103
1,0218,0224,38,1,1,2,B8,BS08,1,102
2,0218,0224,38,2,1,2,B8,BG08,1,102
1,0219,0215,38,1,1,2,B2,BS02,1,103
2,0219,0215,38,2,1,2,B2,BG02,1,102
2,0961,0903,9,2,1,1,A01A03,BG03A03,1,203
2,0961,0962,9,2,1,1,A01A62,BG03A62,1,203
3,0961,0901,9,3,1,1,A01A01,BG01A01,1,308
1,0962,0901,9,1,1,2,A02A01,BS02A01,1,203
1,0962,0962,9,1,1,1,A01A62,BS01A62,1,203
2,0962,0960,9,2,1,2,A02A60,BG04A60,1,203
2,0962,0961,9,2,1,1,A01A61,BG03A61,1,203
3,0962,0902,9,3,1,1,A01A02,BG01A02,1,308
3,0962,0961,9,3,1,2,A02A61,BG02A61,1,308
1,0101,0104,10,1,1,3,A19,TS37,1,145
1,0101,0107,10,1,1,1,B1,BS01,1,214
1,0101,0108,10,1,1,3,A14,TS28,1,216
2,0101,0102,10,2,1,3,A5,TS09,1,145
1,0102,0107,10,1,1,3,A2,TS03,1,145
1,0102,0108,10,1,1,3,A14,TS28,1,216
2,0102,0107,10,2,1,1,B8,BS08,1,204
2,0102,0159,10,2,1,3,A17,TS33,1,204
2,0102,0159,10,2,1,1,B13,BS13,1,204
1,0103,0104,10,1,1,3,A19,TS37,1,145
1,0103,0108,10,1,1,3,A14,TS28,1,216
1,0103,0112,10,1,1,3,A11,TS22,1,145
2,0103,0104,10,2,2,2,BAX09,BSX09,2,205
1,0104,0102,10,1,1,1,B2,BS02,1,145
2,0607,0608,29,2,1,2,TP3,BG03,1,291
2,0607,0608,29,2,3,2,BAX01,BGX01,4,308
1,0608,0605,29,1,1,2,TP5,BS05,1,113
1,0608,0660,29,1,1,6,TP2,BS02,1,114
2,0608,0664,29,2,1,2,TP4,BG04,1,291
1,0659,0607,29,1,1,7,TP1,BS01,1,114
2,0659,0605,29,2,1,2,TP5,BG05,1,291
2,0659,0664,29,2,1,2,TP4,BG04,1,291
1,0660,0602,29,1,1,7,TP6,BS06,1,108
1,0660,0605,29,1,1,2,TP5,BS05,1,113
1,0660,0660,29,1,1,6,TP2,BS02,1,114
1,0660,0664,29,1,1,2,TP4,BS04,1,113
1,0661,0660,29,1,1,6,TP2,BS02,1,114
1,0661,0664,29,1,1,7,TP4,BS04,1,114
1,0663,0602,29,1,1,7,TP6,BS06,1,108
1,0663,0603,29,1,1,7,TP7,BS07,2,114
1,0663,0660,29,1,1,1,TP2,BS02,1,113
1,0663,0666,29,1,1,6,TP8,BS08,1,216
2,0663,0664,29,2,1,2,TP4,BG04,1,291
1,0664,0602,29,1,1,2,TP6,BS06,1,113
1,0664,0608,29,1,1,7,TP3,BS03,1,114
1,0664,0660,29,1,1,1,TP2,BS02,1,113
1,0664,0664,29,1,1,2,TP4,BS04,1,113
1,0664,0664,29,1,1,7,TP4,BS04,1,114
1,0665,0607,29,1,1,2,TP1,BS01,1,113
1,0665,0607,29,1,1,7,TP1,BS01,1,114
2,B350,1501,53,2,1,1,BA*,BG**,1,304
1,C310,1801,53,1,1,1,BA*,BS**,1,267
1,7008,7008,54,1,1,1,BX03,BSX03,1,114
2,7008,7008,54,2,1,1,BX01,BGX01,1,306
3,0113,0113,55,3,2,1,BAX04,BGX04,1,308
3,0114,0113,55,3,2,1,BAX05,BGX05,1,308
2,0115,0122,55,2,2,1,BAX07,BGX07,1,308
3,0115,0122,55,3,2,1,BAX01,BGX01,1,308
1,0116,0117,55,1,1,2,B7,BS07,1,205
1,0116,0118,55,1,1,2,B3,BS03,1,255
1,0116,0123,55,1,1,2,B6,BS06,1,205
2,0116,0116,55,2,1,2,B8,BG01,1,304
2,0116,0122,55,2,1,2,B9,BG02,1,304
1,0117,0122,55,1,2,2,BAX14,BSX14,1,214
2,0117,0122,55,2,2,1,BAX07,BGX07,1,308
2,0117,0122,55,2,2,2,BAX08,BGX08,1,308
4,0117,0113,55,3,1,1,B16,BG09,1,302
1,0118,0118,55,1,1,2,B3,BS03,1,255
1,0118,0119,55,1,1,2,B5,BS05,1,205
1,0118,0120,55,1,1,2,B4,BS04,1,205
1,0119,0123,55,1,1,2,B6,BS06,1,205
2,0119,0115,55,2,1,2,B11,BG04,1,304
3,0119,0122,55,3,2,2,BAX02,BGX02,1,308
1,0120,0117,55,1,1,2,B7,BS07,1,205
1,0120,0120,55,1,1,2,B4,BS04,1,205
1,0120,0122,55,1,2,1,BAX13,BSX13,1,216
1,0120,0122,55,1,2,2,BAX14,BSX14,1,214
3,0504,0563,12,3,1,2,TP3,BG59,1,303
1,0505,0503,12,1,3,1,BAX01,BSX01,2,202
3,0505,0563,12,3,1,2,TP3,BG59,1,303
2,0506,0503,12,2,3,1,BAX03,BGX01,2,304
2,0508,0503,12,2,3,1,BAX03,BGX01,2,304
2,0508,0504,12,2,3,1,BAX05,BGX03,2,304
2,0508,0506,12,2,3,2,BAX04,BGX02,2,304
2,0562,0563,12,2,1,2,TP3,BG60,1,308
1,0563,0563,12,1,1,2,TP3,BS57,1,202
3,0563,0503,12,3,1,1,TP1,BG55,1,304
3,0563,1030,12,3,1,2,TP1,BG55,1,308
1,0564,0506,12,1,3,2,BAX02,BSX02,2,202
1,0564,0563,12,1,1,2,TP3,BS57,1,202
2,0564,1030,12,2,1,1,BA**,BG**,1,309
3,0564,0504,12,3,3,1,BAX07,BGX05,2,303
3,0564,0506,12,3,3,2,BAX06,BGX04,2,303
2,0565,0506,12,2,3,2,BAX04,BGX02,2,304
3,0565,0503,12,3,3,1,BAX08,BGX06,2,303
1,0566,0506,12,1,3,2,BAX02,BSX02,2,202
1,0566,0565,12,1,3,1,BA501,BS304,2,202
3,0566,0504,12,3,3,1,BAX07,BGX05,2,303
2,1370,1370,12,2,1,1,BA*,BG**,1,309
2,1370,1370,12,2,1,2,TP1,BG56,1,309
3,1370,1370,12,3,1,1,BA*,BG**,1,337
3,0902,0901,89,4,3,2,A01A01,BG01A01,1,259
2,1021,1021,89,2,1,1,BA*,BS**,1,204
2,2011,2011,89,2,1,2,TP1,BG**,1,304
3,2011,2011,89,3,1,2,TP1,BG56,1,304
1,3015,3015,89,1,1,1,BX03,BSX03,1,202
2,3016,3016,89,2,1,1,BX03,BGX03,1,306
1,9018,9018,89,1,1,2,BX04,BSX04,1,215
8,A902,A902,89,8,3,2,A01A02,BG01A02,1,253
4,A903,A903,89,4,3,2,A01A03,BG02A03,1,252
1,0901,0962,90,1,1,2,B01A62,BS01A62,1,114
2,0901,0902,90,2,1,2,A02A02,BG01A02,1,308
1,0902,0901,90,1,1,2,A01A01,BS01A01,1,114
1,0902,0962,90,1,1,2,B01A62,BS01A62,1,114
2,0902,0961,90,2,1,2,B02A61,BG02A61,1,308
3,0902,0962,90,3,1,2,B03A62,BG03A62,1,304
1,0903,0901,90,1,1,2,A01A01,BS01A01,1,114
2,0903,0901,90,2,1,2,A02A01,BG01A01,1,308
2,0903,0959,90,2,1,2,A02A59,BG01A59,1,308
2,0903,0960,90,2,1,2,B02A60,BG02A60,1,308
3,0903,0960,90,3,1,2,B03A60,BG03A60,1,304
3,0903,0961,90,3,1,2,B03A61,BG03A61,1,304
1,0506,0502,81,1,1,1,BA*,BS*2,1,267
1,0506,0503,81,1,1,1,TP1,BS92,1,214
2,0506,0503,81,2,1,1,TP1,BG91,1,265
2,0506,0508,81,2,3,2,BA267,BG267,7,304
1,0508,0505,81,1,1,1,BA*,BS*1,1,267
2,0509,0509,81,2,3,2,BA271,BG271,8,302
1,1005,1005,82,1,1,2,TP1,BS93,1,214
1,1005,1005,82,1,1,1,BA*,BS**,1,265
2,1005,1005,82,2,1,1,BA*,BG**,1,308
1,6006,6006,82,1,1,1,BA*,BS**,1,214
2,6006,6006,82,2,1,1,BA1,BG62,1,306
3,6006,6006,82,3,1,1,BA*,BG**,1,304
2,6007,6007,82,2,1,2,TP1,BG91,1,308
2,9017,9017,82,2,1,1,BA*,BG**,1,308
1,0502,0502,83,1,4,2,BAX06,BSX06,5,214
2,0502,0502,83,2,1,2,TP1,BG56,1,302
3,0502,0503,83,3,1,1,TP5,BG63,1,309
1,0503,0503,83,1,1,1,TP5,BS59,1,214
2,0503,0503,83,2,1,1,TP5,BG64,1,302
2,0503,0505,83,2,1,2,TP2,BG58,1,302
3,0503,0502,83,3,1,2,TP1,BG56,1,302
3,0503,0508,83,3,1,2,TP4,BG61,1,302
1,0504,0504,83,1,4,2,BAX15,BSX15,5,214
2,0219,0223,38,2,3,2,BAX02,BSX02,4,103
1,0220,0215,38,1,1,2,B2,BS02,1,103
2,0220,0219,38,2,1,2,B6,BG06,1,103
2,0220,0222,38,2,3,2,BAX03,BSX03,4,103
1,0221,0215,38,1,1,2,B2,BS02,1,103
1,0221,0263,38,1,1,2,B7,BS07,1,102
2,0221,0215,38,2,1,2,B2,BG02,1,102
2,0221,0220,38,2,1,2,B5,BG05,1,103
1,0222,0260,38,1,1,2,B1,BS01,1,103
2,0222,0223,38,2,3,2,BAX02,BSX02,4,103
1,0223,0263,38,1,1,2,B7,BS07,1,102
1,0224,0260,38,1,1,2,B1,BS01,1,103
2,0224,0217,38,2,1,2,B04,BG04,1,102
2,0224,0220,38,2,1,2,B5,BG05,1,103
2,0224,0222,38,2,3,2,BAX03,BSX03,4,103
2,0224,0223,38,2,3,2,BAX02,BSX02,4,103
2,0224,0224,38,2,1,2,B8,BG08,1,102
1,0259,0263,38,1,1,2,B7,BS07,1,102
2,0259,0224,38,2,1,2,B8,BG08,1,102
2,0260,0220,38,2,1,2,B5,BG05,1,103
3,0260,0223,38,3,1,3,B12,BG11,1,302
1,0261,0220,38,1,1,2,B5,BS05,1,103
1,0261,0263,38,1,1,2,B7,BS07,1,102
1,0959,0902,90,1,1,2,A01A02,BS01A02,1,114
1,0959,0903,90,1,1,2,A01A03,BS01A03,1,114
1,0959,0959,90,1,1,2,A01A59,BS01A59,1,114
